abonent =>  predplatiteľ
mágia =>  premiestňovanie
mágia =>  telekinézia
Iluzionista =>  Kúzelník
Iluzionista =>  Mág
konajúci v prospech spoločnosti =>  prosociálny
konajúci v prospech spoločnosti =>  prospoločenský
deviácia =>  odchylka
deviácia =>  úchylka
deviácia =>  škodenie
mapa =>  plán
cd =>  kazeta
cd =>  nosič
cd =>  šerpa
chuťovka =>  delikatesa
chuťovka =>  dobrôtka
chuťovka =>  lahôdka
láska =>  milota
láska =>  ľúbenie
art =>  umenie
kresba =>  kreslenie
kresba =>  maľba
kresba =>  maľovanie
kresba =>  natieranie
bageta =>  chlieb
bageta =>  pekárenský výrobok
bageta =>  pečivo
bageta =>  rožok
bageta =>  vianočka
dobrôtka =>  keks
dobrôtka =>  koláč
dobrôtka =>  koláčik
dobrôtka =>  matrták
dobrôtka =>  pečivo
antonymum =>  opak
antonymum =>  opozitum
blázon =>  hlupák
blázon =>  šaľo
ceduľa =>  ceduľka
dcéra =>  dcérka
dcéra =>  dieťa
auto =>  autobus
auto =>  dopravný prostriedok
auto =>  električka
auto =>  loď
auto =>  trolejbus
fúrik =>  táčky
dukát =>  groš
dukát =>  minca
dukát =>  peniaz
had =>  plaz
imelo =>  parazit
ihličie =>  čečina
egoizmus =>  ješitnosť
egoizmus =>  zahľadenosť do seba
dobro =>  klad
dobro =>  plus
dobro =>  pozitívum
lepák =>  ploužák
lepák =>  slaďák
krvinka =>  leukocyt
kuša =>  luk
kuša =>  samostrel
chodidlo =>  končatina
chodidlo =>  noha
používateľ =>  užívateľ
chovať sa =>  správať sa
sáčok =>  vrecko
aberácia =>  odchylka
abnormalita =>  abnormita
abnormalita =>  mimoriadnosť
abnormalita =>  neobvyklosť
abnormalita =>  odchylka
abnormalita =>  zriedkavosť
abnormalita =>  zvláštnosť
aberantný =>  odchylný
abiotický =>  neschopný života
abiotický =>  neživý
abortus =>  potrat
abreakcia =>  odreagovanie
absorbcia =>  pohlcovanie
absorbcia =>  zachytávanie
abstinencia =>  zdržanlivosť
abstinencia =>  zriekanie sa
abstraktný =>  nekonkrétny
abstraktný =>  vzdialený
abúlia =>  nerozhodnosť
abuzabilita =>  zvýšená dispozícia byť obeťou
abúzus =>  nadužívanie
abúzus =>  týranie
abúzus =>  zneužívanie
abúzus =>  závislosť
acetonémia =>  hladina acetónu v krvi
acetonémia =>  ketonémia
acrai =>  nynfománia
adaptibilita =>  prispôsobivosť
ADD =>  ADHD
ADD =>  porucha pozornosti
adhezivný =>  priľnavý
narcistický =>  sebecký
egocentrik =>  egoista
egocentrik =>  narcista
egocentrik =>  sebec
agónia =>  umieranie
agrypnia =>  insomnia
agrypnia =>  nespavosť
dromománia =>  poriománia
dromománia =>  túlavosť
achloropsia =>  achromatopsia
achloropsia =>  daltonizmus
achloropsia =>  farbosleposť
achloropsia =>  nikotinizmus
achromatický =>  bezfarebný
aidoiománia =>  amour insanus
aidoiománia =>  erotománia
akceptor =>  príjemca
darca =>  donor
darca =>  mecenáš
darca =>  podporovateľ
darca =>  sponzor
agregovaný =>  akcesorický
agregovaný =>  nepodstatný
agregovaný =>  nepričlenený
agregovaný =>  vedľajší
akčný =>  výkonný
akčný =>  činný
aklimatizácia =>  prispôsobovanie sa
akné =>  beďary
akné =>  bodky
akné =>  pupáky
akné =>  trudovina
akné =>  vriedky
akné =>  vyrážky
akord =>  súzvuk
akcidentálny =>  nepodstatný
akcidentálny =>  nesúvisejúci
akcidentálny =>  náhodný
aktivizácia =>  nabudenie
lenivý =>  neaktívny
lenivý =>  nezapájajúci sa
lenivý =>  pasívny
asimilácia =>  dezintegrácia
asimilácia =>  pohltenie
asimilácia =>  zahltenie
akumeter =>  audiometer
akustický =>  sluchový
akustický =>  tonálny
akustický =>  zvukový
akútny =>  naliehavý
akútny =>  neodkladný
akútny =>  okamžitý
akútny =>  súrny
akvafóbia =>  hydrofóbia
albín =>  blonďák
albuminúria =>  proteinúria
alela =>  alelomorfa
alela =>  allela
alelopatia =>  allelopatia
alelopatia =>  antibióza
alergia =>  alergóza
alergia =>  hypersenzitivita
aktívnosť =>  alertnosť
aktívnosť =>  bdelosť
aktívnosť =>  činnosť
algofília =>  algolangia
algofília =>  neronizmus
algofília =>  sadizmus
algológia =>  dysmenorea
algofília =>  algománia
algofília =>  macochizmus
algezimeter =>  algometer
alienácia =>  odcudzenie
alienofóbia =>  xenofóbia
alimentárny =>  potravový
alimentárny =>  výživový
alkoholický =>  alkoholový
alogizmus =>  nelogickosť
alopencia =>  bosohlavosť
alopencia =>  holohlavosť
alopencia =>  plešatosť
alter ego =>  id
alter ego =>  ono
alterovanie =>  alterácia
alterovanie =>  premena
alterovanie =>  striedanie
alterovanie =>  zmena
altruistický =>  neegocentrický
altruistický =>  neegoistický
altruistický =>  nesebecký
amauróza =>  nevidomosť
amauróza =>  slepota
ambície =>  ašpirácie
ambície =>  ctižiadosť
ambisexualita =>  bisexualita
ambisexualita =>  hermafroditizmus
ambivalencia =>  ambivalentnosť
ambivalencia =>  dilema
ambivalencia =>  dvojznačnosť
ambivalencia =>  nejednoznačnosť
ambivalencia =>  nerozhodnosť
ambivalencia =>  rozpornosť
ambulantný =>  dochádzajúci
ambulantný =>  dochádzkový
amencia =>  pomätenosť
amnézia =>  strata pamäti
amok =>  zúrivosť
amoralita =>  nemoralita
helikoptéra =>  vrtuľník
jeden druhému =>  navzájom
jeden druhému =>  vzájomne
chlapec =>  mladík
chlapec =>  mládenec
chlapec =>  šuhaj
formovanie =>  tvarovanie
celebrita =>  idol
celebrita =>  populárna osoba
celebrita =>  známa osoba
kupliar =>  pasák
nedbať =>  nestarať sa
nedbať =>  zanedbávať
opatera =>  starostlivosť
poskytovať =>  prevádzkovať
poskytovať =>  vykonávať
kreácia =>  model
kreácia =>  vytvorenie
kreácia =>  výtvor
obviňovaný =>  ohováraný
haniť =>  tupiť
lanko =>  lano
lanko =>  povraz
predpovedateľný =>  predvídateľný
dizajnovaný =>  navrhnutý
dichotomický =>  dvojdielny
administratívny =>  byrokratický
administratívny =>  správny
administratívny =>  úradný
ustanovujúci =>  zakladajúci
náchylnosť =>  predispozícia
ovládnutie =>  prevzatie
jed =>  otrava
zameraný =>  zaostrený
adresár =>  priečinok
program =>  softvér
mlynský kameň =>  žarnov
pokoriť =>  ponížiť
pohrdnúť =>  potupiť
dedinský =>  rurálny
dedinský =>  vidiecky
lojálny =>  verný
bystrý =>  čulý
bystrý =>  živý
nekončiaci =>  trvajúci
konzultačný =>  poradenský
autorizovať =>  oprávniť
autorizovať =>  povoliť
naplánovať =>  načasovať
projekcia =>  vyobrazenie
projekcia =>  znázornenie
projekcia =>  zobrazenie
búriť sa =>  revoltovať
búriť sa =>  vzbúriť sa
podhubie =>  podklad
podhubie =>  podložie
podhubie =>  prostredie
kengura =>  klokan
aréna =>  ihrisko
aréna =>  ring
mladík =>  pubertiak
mladík =>  tínedžer
chlapec =>  dieťa
chlapec =>  syn
chlapec =>  synček
druh =>  manžel
druh =>  muž
jednoduchý =>  nekomplikovaný
jednoduchý =>  ľahký
heterogénny =>  rôznorodý
heterogénny =>  rôzny
homogénnosť =>  rovnorodosť
integrácia =>  začlenenie
artiléria =>  delostrelectvo
podoba =>  vzhľad
podoba =>  výzor
stvorenie =>  tvor
ekvipáž =>  koč
ekvipáž =>  kočiar
hluchý =>  nepočujúci
indikovať =>  naznačovať
indikovaný =>  oznámený
indikovaný =>  predpísaný
indikovaný =>  udávaný
odísť =>  uchýliť sa
odísť =>  utiecť
strániť sa =>  vyhnúť sa
strániť sa =>  vyhýbať sa
strániť sa =>  vyvarovať sa
počítať =>  rátať
kalkulovať =>  počítať
kalkulovať =>  spoliehať sa
zaúčtovať =>  účtovať
faktúrovať =>  vystaviť účet
faktúrovať =>  vyúčtovať
reakcionár =>  spiatočník
dojčiť =>  kojiť
obelisk =>  stĺp
naliehavý =>  nutkavý
naliehavý =>  obsedantný
naliehavý =>  vtieravý
observácia =>  pozorovanie
observácia =>  sledovanie
hvezdáreň =>  observatórium
hvezdáreň =>  pozorovacia stanica
hvezdáreň =>  pozorovateľňa
neodbytný =>  nutkavý
neodbytný =>  obsesný
obstinácia =>  tvrdohlavosť
obstinácia =>  zanovitosť
obstinácia =>  zaťatosť
obštrukcia =>  prekážka
obštrukcia =>  zábrana
nechápavý =>  obtúzny
nechápavý =>  tupý
detinský =>  dôverčivý
detinský =>  naivný
detinský =>  prostomyseľný
dôverčivý =>  ľahkoverný
bláznivý =>  nerozumný
bláznivý =>  šialený
klimaktérium =>  prechod
bez spodnej bielizne =>  naostro
lyrická báseň =>  óda
blúdenie =>  dlhé cestovanie
blúdenie =>  odysea
ofenzíva =>  výpad
ofenzíva =>  útok
obetovať =>  oferovať
obetovať =>  vzdať sa
návrh =>  ponuka
služobný =>  úradný
dôstojník =>  oficier
oftalmológ =>  očný lekár
prikrytý =>  zahalený
absentácia =>  nepritomnosť
kultivácia =>  zdokonaľovanie
kultivácia =>  zušľachťovanie
kultivácia =>  obrábanie
kultivácia =>  pestovanie
kázniť =>  vychovávať
kázniť =>  vzdelávať
fašírka =>  karbonátok
apostata =>  bludár
apostata =>  heretik
apostata =>  kacír
apostata =>  odpadlík
penalizovať =>  pokutovať
originalita =>  svojráznosť
originalita =>  zvláštnosť
kreativita =>  tvorivosť
naviazaný =>  pripútaný
administrácia =>  riadenie
administrácia =>  správa
administratíva =>  správa
rigidita =>  strnulosť
rigidita =>  tuhosť
nekompromisnosť =>  nepoddajnosť
nekompromisnosť =>  nepružnosť
nekompromisnosť =>  rigidita
bezcitný =>  bezohľadný
bezcitný =>  cynický
bezcitný =>  necitlivý
kvóta =>  limit
kvóta =>  obmedzenie
chasník =>  parobok
kopmliment =>  lichôtka
kopmliment =>  poklona
fascinujúci =>  uchvacujúci
fascinujúci =>  upútajúci
kompozitný =>  zložený
spoludruh =>  súdruh
hrebíček =>  karafiát
hrebíček =>  klinček
stožiar =>  stĺp
stožiar =>  žrď
dobytie =>  pád
prípitok =>  zdravica
mixér =>  zmiešavač
redukovať =>  znížiť
extrakcia =>  odsávanie
akumulátor =>  batéria
emitovaný =>  uvoľnený
dýchací =>  respiračný
konformita =>  prispôsobivosť
konformita =>  súhlas
konformita =>  zhoda
zvuk =>  šum
otáčací =>  rotačný
lineárny =>  rovný
lineárny =>  stály
izochrónny =>  rovnomerný
nasledovné =>  nasledujúce
nasledovné =>  ďalšie
vykreuj =>  vymysli
vykreuj =>  vytvor
kolega =>  spolupracovník
budzíky =>  hodiny
gate =>  nohavice
gate =>  nohavky
pantófle =>  papuče
pantófle =>  šľapky
aorta =>  artéria
aorta =>  cieva
aorta =>  kapilára
aorta =>  tepna
aorta =>  vlásočnica
aorta =>  véna
aorta =>  žila
aorta =>  žilka
spínač =>  vypínač
médium =>  prostriedok
cenzus =>  konskripcia
cenzus =>  súpis obyvateľstva
cenzus =>  sčítanie obyvateľstva
jedovatý =>  toxický
verzála =>  veľké písmeno
komplikovaný =>  namáhavý
komplikovaný =>  neľahký
komplikovaný =>  úmorný
komplikovaný =>  ťažký
príslušník =>  úd
príslušník =>  člen
univerzálne =>  všeobecne
akceptovaný =>  prijatý
obnova =>  rekonštrukcia
fixný =>  konštantný
fixný =>  pevný
fixný =>  stály
nehynúci =>  nesmrteľný
nehynúci =>  večný
prehliadka =>  vyšetrenie
hľadanie =>  pátranie
hľadanie =>  vyšetrovanie
hľadanie =>  šetrenie
otestovanie =>  preskúšanie
otestovanie =>  prešetrenie
otestovanie =>  revízia
otestovanie =>  skúšanie
otestovanie =>  testovanie
podobať sa =>  ponášať sa
kozy =>  poprsie
kozy =>  prsia
kozy =>  prsník
kozy =>  ňadrá
obnovenie =>  oživenie
obnovenie =>  regenerácia
blízko =>  blízkosť
blízko =>  neďaleko
dôvernosť =>  intimita
dôvernosť =>  súkromie
dôvernosť =>  útulnosť
miesto =>  pozícia
miesto =>  umiestnenie
obdobie =>  sezóna
epocha =>  obdobie
epocha =>  perióda
epocha =>  éra
level =>  stupeň
level =>  úroveň
meradlo =>  merítko
cintorín =>  cmiter
psychopat =>  sociopat
psychopat =>  úchylák
bižutéria =>  doplnky
inferno =>  peklo
milý =>  príjemný
milý =>  vďačný
rezumé =>  sumár
diverzita =>  mnohorakosť
diverzita =>  rozdielnosť
diverzita =>  rozmanitosť
diverzita =>  rôznorodosť
diverzita =>  variabilita
diverzia =>  rozvracanie
diverzia =>  záškodníctvo
ilúzia =>  klam
ilúzia =>  klamná predstava
ilúzia =>  prelud
blokovanie =>  obštrukcia
jednoducho =>  nekomplikovane
jednoducho =>  prosto
komplikovane =>  zložito
najlepší výsledok =>  rekord
výkon =>  výsledok
bláznivý =>  choromyseľný
podnet =>  výzva
instantný =>  rýchly
nespiaci =>  prebudený
neprebudený =>  spiaci
opravovňa =>  servis
osobitne =>  špeciálne
naberačka =>  žufaňa
kreatívny =>  tvorivý
kolegyňa =>  spolupracovníčka
drastický =>  extrémny
drastický =>  radikálny
kolaboračný =>  kooperatívny
kolaboračný =>  spolupracujúci
model =>  typ
kachle =>  piecka
extrahovať =>  vylúhovať
extrahovať =>  vyťahovať
autentifikácia =>  overovanie
avšak =>  keďže
avšak =>  lenže
avšak =>  však
chudobný =>  núdzny
manažment =>  riaditeľstvo
manažment =>  vedenie
alias =>  falošné meno
alias =>  krycie meno
alias =>  prezývka
alias =>  inak
alias =>  inak zvaný
alias =>  nazývaný
genitál =>  pošva
genitál =>  vagína
rozkrok =>  slabiny
kontra =>  versus
nepremokavý =>  vodeodolný
ambícia =>  cieľ
abdominálny =>  brušný
abdikovať =>  odstúpiť
stiahnuť sa =>  ustúpiť
odstúpiť =>  rezignovať
ustupovať =>  zriekať sa
dištancovať sa =>  nepriznávať sa
dištancovať sa =>  odťahovať sa
abiturient =>  absolvent
exkomunikácia =>  vyobcovanie
exkomunikácia =>  vypovedanie
abonnement =>  predplatné
abonnement =>  subskripcia
domorodec =>  miestny obyvateľ
domorodec =>  pôvodný obyvateľ
herold =>  hlásateľ
herold =>  hlásnik
vyhrievaný =>  vykurovaný
desivý =>  grandiózny
desivý =>  hrozný
monumentálny =>  pôsobivý
monumentálny =>  veľkolepý
apokalyptický =>  katastrofálny
apokalypsa =>  katastrofa
apokalypsa =>  koniec sveta
pomalý =>  šuchtavý
pomalý =>  ťažkopádny
nesúhlasiť =>  oponovať
búranie =>  demolácia
demencia =>  slaboduchosť
demencia =>  slabomyseľnosť
nemoderný =>  staromódny
demonštratívny =>  demonštračný
demonštratívny =>  názorný
demotivácia =>  strata záujmu
amortizovaný =>  odpísaný
amortizovaný =>  umorený
edukácia =>  kultivácia
edukácia =>  vzdelávanie
edukácia =>  výchova
heslo =>  hlavný motív
heslo =>  motto
boh =>  stvoriteľ
dobrozdanie =>  expertíza
dobrozdanie =>  posudok
upevniť =>  zaviazať
cisár =>  cár
cisár =>  imperátor
cisár =>  kráľ
cisár =>  vládca
hercog =>  knieža
hercog =>  maharadža
hercog =>  vojvoda
hercog =>  šľachtic
dojem =>  imidž
dojem =>  výzor
imigrácia =>  prisťahovalectvo
bezvládny =>  imobilný
bezvládny =>  nehybný
bezvládny =>  nemobilný
koncept vzdelávania =>  kurikulum
koncept vzdelávania =>  vzdelávací proces
koncept vzdelávania =>  vzdelávací zámer
intuícia =>  predtucha
intuícia =>  tušenie
intuícia =>  vnuknutie
omen =>  osud
odhad vývoja =>  predikcia
odhad vývoja =>  predpoklad
odhad vývoja =>  predpoveď
odhad vývoja =>  prognóza
okolie =>  prostredie
nezaujatosť =>  pragmatizmus
nezaujatosť =>  vecnosť
obratný =>  praktický
obratný =>  šikovný
reálny =>  skutočný
obdĺžník =>  pravouholník
priamy =>  rovný
iracionálny =>  nerozumný
automatický =>  mimovoľný
automatický =>  samovoľný
foajé =>  foyer
foajé =>  lobby
foajé =>  predsieň
kuloár =>  lobby
lobby =>  záujmová skupina
recesia =>  výstrednosť
recesia =>  výstredný vtip
pokles =>  recesia
pokles =>  ústup
konzumácia =>  stravovanie
potrava =>  strava
potrava =>  výživa
potrava =>  živobitie
chova =>  jedlo
chova =>  pokrm
jedlo =>  živobytie
chod =>  jedlo
odkaz =>  referencia
konvergencia =>  približovanie
konvergencia =>  vyrovnávanie rozdielov
konvergencia =>  zbližovanie
konvergencia =>  zbiehanie
konvergencia =>  zbiehavosť
konvertibilita =>  zameniteľnosť
konvertibilita =>  zmeniteľnosť
indikcia =>  ohlásenie
indikcia =>  oznámenie
indikcia =>  výzva
indikácia =>  znak
indikácia =>  znamenie
interferovať =>  krížiť sa
interferovať =>  ovplyvňovať
interferovať =>  zasahovať
datovať =>  označiť dátumom
datovať =>  priradiť dátum
optimisticky =>  pozitívne
optimisticky =>  radostne
optimisticky =>  veselo
nejasný =>  orákulský
nejasný =>  záhadný
orátor =>  rečník
dráha =>  orbita
ambulancia =>  lekárska pracovňa
ambulancia =>  ordinácia
organizácia =>  poriadok
organizácia =>  systém
organizácia =>  sústava
organizácia =>  usporiadanie
organizácia =>  režim
mierny =>  modestný
mierny =>  skromný
mierny =>  zdržanlivý
kvapalný =>  tekutý
príhoda =>  skúsenosť
príhoda =>  udalosť
príhoda =>  zážitok
naliehavosť =>  nástojčivosť
ambasádor =>  veľvyslanec
clivo =>  melancholicky
clivo =>  nostalgicky
hlavne =>  predovšetkým
hlavne =>  primárne
inkontinencia =>  pomočovanie
dobré meno =>  povesť
dobré meno =>  reputácia
biznismen =>  podnikateľ
biznismen =>  živnostník
látka =>  plátno
látka =>  súkno
látka =>  tkanina
dohadovať =>  jednať
dohadovať =>  vyjednávať
optimistický =>  priaznivý
narcistický =>  samoľúby
interes =>  záujem
